Paket_id,Vikt,Förtjänst,Deadline,Volym
2241332068,11.6,5,8,6.7
2241332070,11.5,6,-4,9.5
2241332073,5.3,6,1,8.8
2241332075,11.7,6,-5,12.4
2241332076,0.9,5,9,8.4
2241332077,8.0,3,3,9.1
2241332081,6.5,9,4,4.9
2241332083,1.6,6,2,3.6
2241332084,11.4,8,6,19.0
2241332090,6.9,3,2,14.6
2241332093,6.8,2,-2,8.8
2241332094,5.2,5,8,3.4
2241332099,3.6,6,8,4.1
2241332105,7.7,4,-2,10.1
2241332106,6.6,9,-4,14.5
2241332112,7.7,7,-4,8.6
2241332115,11.9,7,2,12.4
2241332116,5.8,4,5,9.3
2241332120,7.7,8,2,4.1
2241332122,0.1,6,8,2.0
2241332124,10.9,3,-3,14.8
2241332128,5.4,5,0,15.2
2241332133,6.8,5,5,10.4
2241332138,7.8,2,7,6.4
2241332141,11.2,4,4,16.4
2241332147,3.7,4,6,3.0
2241332148,11.2,2,3,5.2
2241332152,2.1,2,8,4.1
2241332158,3.1,1,4,8.2
2241332159,7.4,1,2,0.4
2241332164,7.1,7,-4,10.4
2241332165,6.1,2,8,13.2
2241332168,5.9,2,-4,6.9
2241332173,10.6,5,-4,9.5
2241332177,9.8,7,5,14.4
2241332179,6.7,9,5,3.6
2241332185,0.4,3,8,5.3
2241332186,8.9,2,-5,8.8
2241332188,0.6,3,7,7.3
2241332189,1.0,1,7,12.2
2241332195,0.8,3,2,5.5
2241332199,4.0,6,3,5.7
2241332204,11.3,4,-4,8.1
2241332210,8.0,2,-2,11.8
2241332212,2.0,6,5,1.6
2241332218,1.6,1,6,1.6
2241332224,4.3,5,6,3.8
2241332227,1.0,6,0,9.5
2241332229,1.8,5,1,7.9
2241332232,1.1,5,3,18.8
2241332238,4.2,3,-4,7.2
2241332244,4.4,9,-5,12.5
2241332248,11.9,2,-2,7.0
2241332250,5.0,4,3,2.3
2241332254,7.1,7,1,0.6
2241332259,11.5,2,1,8.6
2241332264,11.3,5,0,16.5
2241332267,4.5,9,5,18.6
2241332272,7.8,7,3,16.2
2241332277,9.6,8,-2,11.0
2241332282,10.9,8,5,19.7
2241332283,7.5,8,0,14.8
2241332285,11.3,6,-4,5.5
2241332288,6.4,2,-3,10.6
2241332291,6.6,7,6,17.8
2241332294,7.2,6,9,16.4
2241332297,7.1,3,-3,10.9
2241332301,11.4,1,3,4.2
2241332303,5.0,4,-2,9.0
2241332309,8.1,7,1,2.7
2241332315,7.7,7,5,10.7
2241332321,0.7,1,0,17.0
2241332325,3.0,3,1,3.2
2241332330,1.1,3,7,7.0
2241332333,1.6,5,0,18.2
2241332338,7.5,1,5,15.6
2241332343,9.4,2,-2,12.4
2241332347,8.0,5,8,4.7
2241332351,9.1,8,3,10.6
2241332356,4.5,5,8,8.6
2241332361,4.7,8,5,8.6
2241332364,7.5,1,4,9.3
2241332369,10.6,9,8,5.5
2241332372,7.2,5,1,5.0
2241332377,2.1,4,1,17.6
2241332381,3.4,8,7,15.0
2241332385,11.0,8,3,9.0
2241332388,0.7,4,7,2.6
2241332393,5.3,3,4,3.2
2241332396,11.7,5,1,4.9
2241332399,3.0,1,5,12.8
2241332402,9.8,6,-2,5.6
2241332406,3.1,1,6,13.4
2241332407,8.8,5,1,13.0
2241332408,8.1,6,4,6.6
2241332409,2.5,4,5,6.9
2241332413,8.9,7,-5,13.2
2241332415,4.0,8,6,17.2
2241332418,6.5,4,9,16.6
2241332420,0.8,5,1,8.7
2241332422,6.5,8,7,10.3
2241332425,7.5,9,-1,10.5
2241332430,7.7,1,9,6.0
2241332432,8.7,4,2,11.5
2241332435,10.4,6,1,13.1
2241332439,8.5,6,1,6.9
2241332443,2.7,3,4,8.7
2241332445,4.1,7,-4,6.9
2241332449,11.0,5,-2,13.4
2241332452,3.9,2,1,12.2
2241332457,2.5,6,2,3.5
2241332460,11.0,5,5,17.6
2241332466,2.1,4,7,0.1
2241332471,0.8,6,9,9.8
2241332476,4.7,8,-4,6.3
2241332480,6.8,4,4,19.2
2241332482,9.0,2,6,18.9
2241332483,3.9,9,2,19.7
2241332485,1.3,3,7,8.3
2241332487,1.9,7,6,17.4
2241332490,2.7,3,6,7.4
2241332493,8.8,6,-3,9.2
2241332495,8.4,8,-3,11.1
2241332496,2.9,6,3,4.3
2241332497,0.3,1,2,1.7
2241332502,9.3,1,0,6.3
2241332505,11.1,3,-1,5.4
2241332509,8.3,9,2,11.9
2241332512,5.8,5,7,18.8
2241332514,5.9,4,-3,10.7
2241332520,10.2,6,2,8.3
2241332526,10.5,4,8,0.7
2241332530,10.3,3,3,3.9
2241332531,6.8,6,6,14.6
2241332534,6.5,6,-4,8.6
2241332535,11.8,7,0,12.0
2241332538,10.8,9,-4,10.3
2241332542,2.7,9,5,11.4
2241332543,9.0,1,-1,8.0
2241332547,1.4,4,2,3.3
2241332551,7.9,7,6,14.0
2241332555,4.8,6,7,10.4
2241332557,11.2,7,7,1.2
2241332559,10.1,6,7,1.1
2241332562,5.7,6,-2,12.1
2241332567,1.5,4,8,5.4
2241332569,3.6,4,7,3.7
2241332572,6.6,1,-4,9.7
2241332573,2.2,4,2,3.5
2241332574,5.7,5,-4,10.6
2241332576,8.7,4,2,4.0
2241332581,5.8,1,6,19.4
2241332586,0.2,8,2,16.0
2241332590,3.4,6,1,12.3
2241332592,9.2,8,5,19.3
2241332595,4.0,5,3,10.8
2241332601,0.5,2,0,10.3
2241332603,2.0,8,9,5.1
2241332604,5.1,9,-3,9.2
2241332610,4.8,1,-1,5.1
2241332615,6.7,8,9,8.2
2241332617,2.2,3,0,4.4
2241332620,1.9,1,6,7.4
2241332622,8.9,4,-3,8.5
2241332624,1.7,2,1,17.4
2241332630,0.6,5,6,19.4
2241332635,11.6,3,0,14.9
2241332640,0.5,7,9,4.0
2241332642,7.1,5,7,13.2
2241332648,8.9,9,-4,9.5
2241332651,2.9,2,9,4.2
2241332653,6.6,6,2,0.6
2241332654,1.6,7,8,7.9
2241332658,6.2,1,4,19.3
2241332661,8.5,3,-4,10.7
2241332662,5.7,4,3,5.3
2241332666,11.0,3,2,15.7
2241332672,3.4,2,8,18.5
2241332677,4.4,6,-5,7.6
2241332678,11.9,1,7,4.9
2241332682,3.4,2,4,1.2
2241332686,5.8,9,5,6.0
2241332687,11.3,3,-4,8.4
2241332692,7.2,6,0,15.2
2241332694,8.1,4,5,7.2
2241332697,2.3,4,9,3.3
2241332700,11.1,1,8,10.9
2241332704,6.9,1,-1,6.5
2241332706,10.1,6,-3,10.8
2241332707,10.8,8,3,14.9
2241332708,11.0,3,-4,5.7
2241332712,11.9,6,-4,8.2
2241332718,3.4,7,5,11.7
2241332723,5.7,8,2,4.1
2241332724,11.5,1,-3,13.3
2241332727,2.8,7,8,1.9
2241332728,2.0,4,9,2.1
2241332730,11.3,9,6,9.6
2241332736,0.3,2,2,6.0
2241332741,8.6,3,-2,6.7
2241332744,0.7,4,1,6.2
2241332750,6.2,4,5,14.2
2241332756,11.1,8,-4,12.6
2241332758,3.1,1,8,2.8
2241332762,4.0,9,-4,10.3
2241332763,6.9,9,4,14.5
2241332769,7.3,1,2,17.8
2241332770,0.9,5,9,15.2
2241332774,2.0,3,5,2.4
2241332776,11.4,2,4,3.2
2241332778,0.8,7,1,3.8
2241332782,5.3,8,3,2.8
2241332784,8.4,3,1,10.7
2241332788,7.0,6,2,19.9
2241332792,1.7,2,1,18.7
2241332793,5.1,4,-4,11.7
2241332795,9.7,2,3,7.7
2241332801,8.6,1,6,10.7
2241332806,5.4,9,-3,12.7
2241332810,1.5,6,8,4.6
2241332811,1.9,7,8,17.2
2241332817,1.4,7,2,13.7
2241332820,8.3,3,-5,13.0
2241332825,2.0,5,0,6.0
2241332828,4.7,8,-1,7.7
2241332833,2.5,4,2,0.3
2241332837,10.8,8,-5,10.1
2241332839,4.3,6,5,15.7
2241332842,11.8,1,2,17.1
2241332845,0.6,6,9,0.6
2241332848,4.3,1,5,3.8
2241332854,10.3,2,2,19.3
2241332855,8.8,3,5,0.6
2241332856,5.2,5,-3,11.2
2241332859,1.9,6,1,17.4
2241332862,6.4,9,1,18.2
2241332866,5.3,9,0,12.1
2241332867,7.5,6,6,19.2
2241332870,9.6,7,-1,10.7
2241332872,6.8,1,2,6.0
2241332878,4.5,5,2,10.5
2241332882,11.8,3,0,16.0
2241332886,8.6,4,-3,11.2
2241332892,2.0,4,2,6.5
2241332893,7.4,8,-3,13.7
2241332898,5.4,8,-1,9.0
2241332904,2.5,4,2,9.1
2241332905,7.5,9,2,8.2
2241332908,2.2,9,6,18.0
2241332914,8.0,8,2,0.5
2241332919,5.2,9,-5,9.1
2241332925,4.4,1,3,14.1
2241332926,7.8,2,0,18.0
2241332928,9.7,5,-3,8.7
2241332931,11.3,5,6,16.8
2241332932,10.2,7,1,11.9
2241332938,2.5,3,1,17.4
2241332940,7.1,8,9,2.2
2241332944,7.0,8,8,18.3
2241332946,2.2,7,2,12.4
2241332950,8.0,9,1,6.3
2241332952,9.3,1,8,17.2
2241332954,11.4,6,2,9.8
2241332955,4.0,5,1,8.9
2241332956,3.3,1,2,9.2
2241332957,4.2,2,6,9.7
2241332961,5.2,1,-3,14.5
2241332964,2.5,9,1,11.1
2241332970,9.9,8,1,19.0
2241332974,7.3,3,8,6.8
2241332978,2.8,5,3,1.8
2241332980,2.1,1,4,2.8
2241332981,3.2,1,8,6.6
2241332982,3.7,4,1,17.9
2241332988,2.1,5,8,7.9
2241332991,10.0,4,2,14.8
2241332993,5.0,6,9,18.2
2241332997,7.7,5,6,17.2
2241333001,4.1,6,3,17.8
2241333007,8.9,1,-5,8.9
2241333009,9.6,3,-2,13.2
2241333013,8.1,2,7,16.5
2241333018,7.7,9,4,13.2
2241333023,1.7,5,2,8.5
2241333025,8.0,6,8,12.1
2241333027,8.9,9,-2,10.6
2241333032,7.5,2,8,9.8
2241333035,6.1,7,-3,10.9
2241333041,9.0,4,6,3.0
2241333042,4.6,2,-2,6.6
2241333048,10.9,7,-2,11.8
2241333049,8.5,9,-2,9.6
2241333055,4.0,7,0,18.5
2241333056,11.4,4,6,15.1
2241333057,3.3,1,9,13.5
2241333060,3.4,2,6,10.0
2241333061,11.9,4,2,17.9
2241333067,11.5,8,-3,6.0
2241333070,2.8,4,0,5.5
2241333071,9.2,2,-5,5.7
2241333077,10.9,7,2,12.2
2241333079,6.5,1,0,12.8
2241333083,6.5,6,7,12.0
2241333084,6.1,1,5,16.3
2241333090,1.5,6,6,6.2
2241333092,7.3,1,3,5.2
2241333098,7.2,8,-5,11.0
2241333100,8.8,6,-1,11.6
2241333104,5.8,7,2,10.9
2241333108,11.6,3,8,5.0
2241333114,0.8,3,5,1.8
2241333117,6.3,8,8,0.2
2241333118,6.0,3,-3,8.6
2241333120,2.5,6,6,13.7
2241333125,9.6,4,-3,6.5
2241333128,7.1,1,4,1.8
2241333132,11.5,2,-5,8.3
2241333138,8.1,6,-4,10.3
2241333143,11.0,5,-4,14.2
2241333145,10.5,9,8,0.8
2241333149,3.6,8,8,2.4
2241333152,9.6,7,-4,10.7
2241333156,11.3,4,-4,10.2
2241333160,6.4,5,-4,7.3
2241333163,6.8,1,-5,9.0
2241333167,2.4,3,5,16.0
2241333170,5.7,5,6,11.6
2241333173,11.8,6,1,2.4
2241333177,2.6,7,3,10.0
2241333181,11.0,1,-5,14.6
2241333187,10.6,7,-1,8.3
2241333192,6.9,3,-5,14.8
2241333193,2.3,2,1,6.4
2241333199,7.6,6,3,15.0
2241333204,11.2,5,9,10.7
2241333209,8.0,5,-3,9.0
2241333215,2.0,6,3,1.3
2241333219,0.6,3,3,3.0
2241333225,7.2,6,6,8.8
2241333231,8.9,1,3,1.5
2241333234,9.5,6,-3,5.7
2241333238,9.4,6,9,11.4
2241333239,5.5,8,3,2.5
2241333244,4.2,7,-3,11.7
2241333245,6.5,9,6,17.1
2241333248,10.7,6,9,12.4
2241333253,2.3,6,8,0.4
2241333258,11.6,1,1,15.3
2241333264,5.9,9,9,8.0
2241333270,7.9,3,8,7.7
2241333274,7.9,3,9,9.8
2241333277,0.5,1,7,5.4
2241333283,1.4,6,5,5.1
2241333285,10.5,6,9,14.2
2241333288,9.6,7,7,15.1
2241333293,10.0,1,-1,5.8
2241333298,1.1,7,4,3.9
2241333304,6.8,9,-2,13.4
2241333306,10.2,3,7,3.3
2241333311,11.5,5,6,6.8
2241333313,1.0,4,8,2.8
2241333315,7.1,2,-3,8.5
2241333317,11.9,7,8,6.9
2241333322,7.7,8,9,19.2
2241333324,2.5,4,9,9.0
2241333330,1.9,4,9,13.1
2241333336,8.4,7,-5,12.1
2241333339,11.7,6,0,18.6
2241333341,5.1,5,-1,11.9
2241333345,11.1,9,8,9.5
2241333351,10.0,4,8,0.3
2241333357,8.7,7,-5,13.9
2241333361,7.1,9,6,5.5
2241333362,1.1,4,5,1.1
2241333367,11.2,3,9,10.2
2241333368,5.0,5,-1,9.4
2241333370,5.7,2,8,10.3
2241333376,9.0,2,2,1.6
2241333382,8.3,1,2,16.3
2241333388,11.3,1,0,15.5
2241333393,1.1,7,1,3.7
2241333399,7.6,5,3,8.8
2241333405,6.2,3,1,10.1
2241333408,7.6,1,1,1.5
2241333411,6.4,4,-1,8.2
2241333415,11.3,1,4,16.2
2241333420,10.8,9,4,14.5
2241333423,5.4,1,-4,13.3
2241333426,11.1,9,-4,11.6
2241333428,11.8,5,6,5.3
2241333429,10.6,3,-5,6.9
2241333431,11.9,9,2,8.2
2241333437,5.9,3,-5,14.3
2241333442,6.0,9,3,19.8
2241333446,9.3,5,-4,6.0
2241333448,6.7,1,-1,14.9
2241333450,9.6,3,6,6.5
2241333455,10.8,1,0,8.2
2241333461,7.1,9,0,18.0
2241333462,0.4,7,3,2.9
2241333465,6.1,5,2,8.6
2241333469,5.1,8,8,15.7
2241333475,11.5,1,6,5.3
2241333476,0.1,4,8,5.0
2241333481,7.7,2,-5,9.4
2241333487,8.3,9,-4,13.2
2241333491,5.4,8,8,6.3
2241333494,5.9,1,0,12.9
2241333495,10.8,1,7,10.6
2241333499,4.8,6,-5,12.8
2241333504,3.0,1,4,19.3
2241333510,5.2,2,-5,11.2
2241333514,11.6,7,-3,10.5
2241333518,8.9,3,1,2.8
2241333524,7.9,1,-1,13.3
2241333530,5.4,4,4,5.3
2241333532,0.8,4,7,16.5
2241333534,1.5,1,5,10.5
2241333540,4.7,8,-1,14.8
2241333542,6.4,9,-1,6.9
2241333548,5.4,5,-3,15.0
2241333554,6.4,3,-1,6.0
2241333559,1.4,3,8,11.9
2241333563,7.8,1,8,3.6
2241333567,0.6,7,4,15.7
2241333571,5.7,5,5,2.7
2241333576,6.2,7,0,8.9
2241333581,1.1,8,2,9.8
2241333582,2.4,4,7,15.5
2241333583,9.4,6,9,0.6
2241333584,3.9,7,3,5.2
2241333589,8.1,7,-5,14.0
2241333594,7.3,4,-1,7.9
2241333595,5.0,5,-5,5.4
2241333596,4.9,3,7,0.6
2241333601,9.8,5,-2,12.0
2241333602,10.2,9,1,2.4
2241333604,0.6,4,3,6.5
2241333609,5.6,1,-2,7.0
2241333610,11.5,1,0,2.0
2241333613,0.6,4,8,4.1
2241333614,4.3,5,-3,11.7
2241333617,4.1,7,5,9.5
2241333621,0.8,7,5,8.0
2241333623,11.1,2,-2,10.3
2241333626,10.8,9,9,11.3
2241333627,5.3,9,-1,7.1
2241333633,9.6,3,9,15.8
2241333637,1.4,5,3,0.2
2241333642,5.8,1,-1,7.4
2241333648,0.3,8,3,3.2
2241333652,11.3,5,6,6.9
2241333657,2.0,9,2,11.4
2241333660,6.8,4,-1,11.5
2241333665,9.4,6,3,0.9
2241333669,7.1,8,-5,8.9
2241333672,1.5,4,9,6.6
2241333674,0.3,7,4,15.3
2241333676,0.1,6,0,7.5
2241333677,8.4,9,-5,13.6
2241333678,1.0,4,4,17.1
2241333682,5.2,3,7,18.2
2241333686,6.8,8,-5,6.7
2241333688,10.7,4,9,12.2
2241333693,5.6,6,7,12.4
2241333696,1.6,3,8,6.6
2241333697,10.1,3,-3,11.9
2241333703,2.9,8,2,12.1
2241333708,5.1,4,-3,11.8
2241333713,6.5,2,7,4.5
2241333718,10.4,7,8,13.1
2241333720,9.3,2,3,2.6
2241333725,4.7,5,1,15.3
2241333730,4.3,1,-2,14.4
2241333733,6.3,9,-3,6.5
2241333737,4.0,4,3,14.9
2241333741,3.2,5,5,5.6
2241333742,1.1,3,6,1.7
2241333744,3.3,5,8,4.5
2241333746,0.7,5,9,5.7
2241333750,6.2,5,5,3.6
2241333756,7.3,3,-3,12.1
2241333761,3.4,6,4,3.1
2241333763,4.6,2,-2,11.4
2241333769,10.7,4,7,2.7
2241333771,10.1,8,-4,13.4
2241333775,10.0,2,-5,11.4
2241333781,6.0,3,3,16.0
2241333785,10.3,1,1,4.7
2241333789,3.4,7,8,8.1
2241333795,4.6,4,-1,6.7
2241333797,9.4,8,-2,10.8
2241333799,4.7,4,5,8.0
2241333803,9.5,4,2,1.7
2241333804,0.3,8,4,1.8
2241333807,3.3,8,9,18.9
2241333812,7.6,8,3,10.2
2241333818,8.0,3,-2,11.8
2241333821,9.1,8,-4,6.4
2241333826,9.0,4,-2,7.3
2241333829,2.4,2,6,5.6
2241333835,1.1,1,0,9.8
2241333836,7.2,4,-5,6.5
2241333837,2.0,3,7,14.3
2241333839,1.2,8,5,14.1
2241333843,9.9,8,5,11.4
2241333849,6.0,5,-5,7.4
2241333851,10.9,4,-5,14.2
2241333855,5.4,1,-3,7.3
2241333860,1.9,6,7,8.5
2241333863,6.9,9,-1,9.5
2241333866,2.2,3,9,8.0
2241333872,4.6,6,-3,9.0
2241333875,8.1,8,-2,5.2
2241333880,9.6,8,-1,14.8
2241333883,7.8,1,6,17.2
2241333889,7.3,6,2,15.1
2241333890,10.7,1,6,2.6
2241333893,11.0,2,8,14.3
2241333899,6.5,8,5,16.0
2241333901,6.1,1,-1,10.8
2241333904,8.6,2,6,2.2
2241333905,11.8,3,-1,11.2
2241333908,0.2,9,9,12.1
2241333913,5.8,4,-2,9.2
2241333917,3.5,9,6,15.4
2241333921,7.7,8,6,10.7
2241333927,11.8,7,-5,10.4
2241333930,4.7,9,8,15.5
2241333931,10.0,4,3,2.6
2241333933,9.8,5,7,15.3
2241333934,10.1,8,4,4.5
2241333940,5.9,5,-2,10.0
2241333945,10.5,9,-4,5.4
2241333951,12.0,9,-2,5.1
2241333954,1.0,3,7,8.8
2241333956,1.7,6,3,4.4
2241333961,10.5,9,-5,8.7
2241333965,11.1,2,5,18.0
2241333966,6.6,9,-3,9.9
2241333967,5.1,7,-3,6.4
2241333972,10.3,6,7,13.0
2241333974,7.4,9,7,3.5
2241333978,8.8,1,4,13.5
2241333983,11.0,3,9,7.9
2241333988,7.6,4,6,14.3
2241333992,7.9,3,3,2.6
2241333997,9.7,2,-3,11.1
2241334001,11.8,3,5,11.1
2241334004,2.5,5,5,10.8
2241334009,1.9,7,6,5.5
2241334010,10.4,1,-2,11.7
2241334014,1.5,6,2,4.3
2241334018,8.3,6,5,17.5
2241334024,3.7,3,5,10.6
2241334026,2.8,4,5,0.8
2241334031,8.9,6,-1,9.9
2241334036,9.5,4,-2,14.8
2241334037,4.2,9,-5,10.6
2241334041,4.4,5,-5,6.5
2241334043,8.1,1,1,1.4
2241334045,7.4,9,4,6.3
2241334051,7.5,7,5,6.2
2241334055,9.6,6,-2,11.5
2241334056,9.1,1,9,19.5
2241334058,8.8,1,0,13.0
2241334063,10.2,9,3,5.9
2241334067,1.3,3,0,10.0
2241334071,4.0,2,2,17.6
2241334072,10.6,9,9,5.4
2241334076,11.9,8,-5,6.0
2241334082,11.7,7,-3,11.5
2241334086,9.7,8,3,16.7
2241334088,1.1,4,3,12.1
2241334093,8.4,7,-2,11.5
2241334095,8.8,7,-3,13.3
2241334096,11.3,1,3,15.1
2241334097,4.7,3,4,3.5
2241334098,9.9,2,-2,6.4
2241334099,3.0,9,2,6.8
2241334100,4.6,7,5,4.7
2241334101,0.5,4,7,5.1
2241334104,6.0,8,3,12.0
2241334109,6.3,6,7,7.6
2241334112,6.1,8,-4,8.0
2241334113,9.0,3,1,10.1
2241334114,11.3,3,0,13.2
2241334116,7.5,1,0,16.5
2241334122,2.2,8,8,4.7
2241334126,9.2,2,2,15.3
2241334131,0.6,1,5,4.4
2241334135,6.2,2,8,10.0
2241334136,7.0,6,4,15.9
2241334140,7.9,2,1,18.4
2241334146,6.3,4,4,15.2
2241334152,6.7,4,5,9.6
2241334158,5.1,7,8,17.8
2241334160,10.0,5,-4,8.5
2241334161,6.9,9,-3,6.6
2241334166,1.7,8,1,18.6
2241334170,11.2,6,8,6.2
2241334174,7.6,7,6,4.1
2241334180,9.1,9,9,19.0
2241334183,8.2,1,-1,5.4
2241334186,8.8,6,-2,9.6
2241334189,10.6,5,-4,14.5
2241334193,7.2,8,6,9.3
2241334199,1.8,6,1,2.3
2241334202,0.8,9,7,1.7
2241334203,5.5,7,-2,6.0
2241334204,7.7,5,7,18.8
2241334207,8.1,4,0,6.5
2241334208,5.4,7,8,19.2
2241334213,8.6,6,1,19.1
2241334215,11.1,4,0,11.4
2241334221,2.4,6,9,17.6
2241334224,9.6,7,2,19.8
2241334228,2.7,6,4,10.2
2241334230,6.8,3,9,10.9
2241334236,6.4,9,-5,10.7
2241334241,2.8,5,9,14.4
2241334246,9.4,1,9,12.1
2241334248,6.1,6,9,10.5
2241334251,0.7,3,0,2.8
2241334253,9.0,8,1,8.2
2241334255,0.4,9,1,12.5
2241334260,1.8,5,9,9.9
2241334262,1.6,3,2,5.3
2241334267,2.4,6,2,4.6
2241334268,6.9,3,7,0.3
2241334271,9.7,4,-4,12.3
2241334272,3.7,6,9,1.6
2241334274,9.6,4,-1,8.8
2241334277,4.6,8,6,15.1
2241334281,6.3,7,2,11.7
2241334283,8.6,7,-2,11.3
2241334287,1.7,3,2,2.3
2241334291,6.3,4,7,9.2
2241334295,5.3,6,-1,15.0
2241334300,10.8,8,3,5.5
2241334303,10.3,5,6,5.4
2241334304,7.6,3,-3,5.3
2241334308,0.1,5,7,11.4
2241334309,4.3,3,6,4.0
2241334314,6.2,6,0,13.2
2241334319,9.2,1,7,1.2
2241334320,9.5,7,-3,9.8
2241334325,5.2,8,3,3.1
2241334329,4.2,4,9,9.6
2241334333,2.9,7,4,14.5
2241334337,8.3,3,-1,10.1
2241334340,4.8,1,-5,9.3
2241334345,7.3,2,-4,13.7
2241334349,0.6,6,1,12.1
2241334352,0.7,8,1,2.8
2241334358,6.2,6,0,18.6
2241334363,7.2,4,7,7.1
2241334366,7.1,2,3,5.9
2241334369,3.2,9,3,4.6
2241334375,2.3,7,5,15.6
2241334381,5.6,2,5,16.9
2241334383,7.4,5,-3,7.5
2241334385,4.6,7,-3,12.2
2241334391,11.5,8,7,2.2
2241334393,2.9,6,8,2.7
2241334396,10.4,9,1,7.2
2241334398,5.9,3,-2,13.6
2241334402,11.1,3,9,0.3
2241334405,8.6,4,5,16.3
2241334406,11.1,4,7,16.5
2241334407,8.4,1,1,2.6
2241334413,8.5,2,-3,13.0
2241334414,6.8,5,7,5.0
2241334417,8.0,5,-5,13.0
2241334422,0.6,6,9,2.5
2241334427,5.7,1,2,8.8
2241334430,8.7,8,6,1.5
2241334436,7.4,9,4,5.4
2241334440,0.7,4,9,8.5
2241334442,8.3,1,-1,8.8
2241334448,11.4,1,-5,10.2
2241334449,1.9,7,9,5.9
2241334450,5.2,1,9,11.8
2241334454,10.5,1,-1,5.8
2241334455,12.0,4,0,12.2
2241334458,11.4,1,-2,13.4
2241334462,6.1,9,9,7.4
2241334464,6.6,9,0,1.4
2241334467,5.6,2,7,18.1
2241334472,10.0,2,-5,7.2
2241334473,6.8,8,-2,11.0
2241334476,8.6,8,1,11.0
2241334479,9.7,5,1,3.2
2241334482,9.5,1,-2,5.3
2241334483,5.6,6,-5,14.7
2241334488,4.8,7,4,10.3
2241334492,6.5,6,3,1.4
2241334494,1.9,5,9,11.3
2241334495,7.1,2,6,4.6
2241334500,0.9,1,8,16.9
2241334504,9.6,5,3,6.8
2241334510,3.9,2,7,13.7
2241334512,2.9,4,7,14.5
2241334513,5.2,2,5,5.1
2241334516,1.2,9,9,6.9
2241334520,5.9,8,9,10.4
2241334523,6.7,8,5,12.6
2241334527,9.3,7,7,5.2
2241334532,5.1,2,2,4.8
2241334534,2.3,6,2,3.6
2241334538,12.0,4,3,12.6
2241334542,2.8,4,2,0.7
2241334548,2.4,2,8,19.2
2241334551,10.3,8,6,19.1
2241334556,9.1,4,-1,9.1
2241334557,9.1,8,8,2.6
2241334558,7.7,8,8,3.3
2241334562,6.5,1,2,4.3
2241334566,11.4,8,2,12.6
2241334568,4.6,1,4,6.2
2241334573,11.1,6,-2,9.6
2241334578,4.3,9,1,8.3
2241334584,6.3,1,5,2.1
2241334586,4.7,4,4,2.7
2241334589,2.8,6,2,13.9
2241334591,5.2,7,-3,11.4
2241334595,6.0,7,-4,8.0
2241334600,1.1,4,2,6.8
2241334606,8.8,9,9,10.1
2241334608,10.0,4,5,0.9
2241334613,4.6,2,8,11.6
2241334616,3.3,5,1,15.9
2241334619,11.9,5,8,2.7
2241334621,9.5,3,-2,7.0
2241334622,3.2,1,3,0.4
2241334623,6.2,7,1,1.5
2241334627,9.7,5,0,16.6
2241334633,7.9,5,-4,8.0
2241334637,8.5,3,4,15.0
2241334639,2.9,9,4,10.9
2241334644,10.6,8,1,9.6
2241334647,8.2,8,2,0.5
2241334651,7.9,6,7,17.1
2241334656,0.5,3,1,11.4
2241334662,0.3,6,7,0.9
2241334667,2.3,6,8,9.0
2241334671,4.4,5,1,16.2
2241334675,8.4,2,-4,10.8
2241334677,9.0,2,1,10.4
2241334682,1.5,5,2,2.1
2241334688,6.9,5,-3,6.1
2241334690,9.9,5,-2,12.8
2241334692,7.3,1,1,6.6
2241334698,10.2,1,5,14.2
2241334704,7.1,2,3,7.6
2241334707,8.9,9,6,17.8
2241334710,8.2,9,3,3.4
2241334716,7.1,9,-2,13.0
2241334718,4.9,7,3,1.2
2241334723,6.2,1,-5,5.5
2241334726,10.5,4,0,10.9
2241334728,10.6,8,-4,5.1
2241334734,11.2,3,-4,13.6
2241334736,2.1,7,9,14.5
2241334742,5.2,6,6,5.8
2241334746,10.1,8,-1,7.6
2241334752,3.7,6,9,4.9
2241334756,2.6,6,6,11.6
2241334761,1.1,4,8,11.1
2241334767,11.4,3,7,1.2
2241334771,8.6,4,5,7.0
2241334776,11.7,9,2,18.9
2241334782,6.9,3,9,12.1
2241334788,4.7,2,-4,10.1
2241334789,4.1,9,-5,5.1
2241334795,5.6,1,-4,7.8
2241334800,3.6,6,4,13.7
2241334804,8.3,9,8,10.6
2241334810,9.2,1,0,8.5
2241334811,7.5,7,-4,5.9
2241334812,1.3,6,9,1.2
2241334813,3.3,5,9,7.6
2241334814,1.7,3,1,6.2
2241334818,1.6,6,4,6.3
2241334824,11.7,7,1,6.4
2241334826,1.4,9,5,12.8
2241334829,1.6,4,3,1.2
2241334831,7.1,4,2,1.6
2241334832,10.2,7,-2,6.9
2241334837,9.2,1,-3,9.6
2241334839,4.0,5,8,2.3
2241334842,1.3,5,8,2.2
2241334843,3.6,7,9,10.3
2241334847,10.4,6,0,4.2
2241334853,5.7,4,1,2.3
2241334854,8.2,4,8,11.7
2241334859,11.8,7,7,19.7
2241334864,6.9,5,1,8.9
2241334867,2.7,4,2,2.1
2241334868,6.6,3,1,19.0
2241334874,3.7,9,7,5.1
2241334875,9.3,2,4,13.3
2241334876,7.6,7,-4,10.4
2241334878,1.8,5,2,12.3
2241334883,0.2,5,1,4.7
2241334889,6.7,7,5,7.0
2241334892,7.7,1,-5,7.8
2241334898,8.7,9,-3,13.8
